Portfolio value change between 2026-06-11 and 2026-06-12

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.415   0.040   2.91%  153,181  216,751.12   6,127.24
AMP       1.515  -0.020  -1.30%   70,000  106,050.00  -1,400.00
ASM       1.270   0.100   8.55%   57,458   72,971.66   5,745.80
BHP      62.930   2.130   3.50%   10,000  629,300.00  21,300.00
CAN       0.004   0.001  33.33%   44,090      176.36      44.09
CBA     159.510   3.090   1.98%        0        0.00       0.00
CNB       0.640   0.010   1.59%   10,000    6,400.00     100.00
CSL     107.510   0.280   0.26%    3,000  322,530.00     840.00
E25       0.250   0.010   4.17%   20,000    5,000.00     200.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.100   0.004   4.17%    9,412      941.20      37.65
VML       0.100  -0.005  -4.76%    6,000      600.00     -30.00
WBC      35.000   0.500   1.45%        0        0.00       0.00
WDS      31.230  -0.290  -0.92%    1,288   40,224.24    -373.52
TOTAL                                   1,402,344.57  32,591.26
