Portfolio value change between 2026-06-17 and 2026-06-18

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.635  -0.040    -2.39%  153,181  250,450.93  -6,127.24
AMP       1.590  -0.020    -1.24%   70,000  111,300.00  -1,400.00
ASM       1.260  -0.035    -2.70%   57,458   72,397.08  -2,011.03
BHP      65.040  -0.550    -0.84%    9,000  585,360.00  -4,950.00
CAN       0.004   0.000     0.00%   44,090      176.36       0.00
CBA     162.230  -1.480    -0.90%        0        0.00       0.00
CNB       0.660  -0.050    -7.04%   10,000    6,600.00    -500.00
CSL     108.080   1.290     1.21%    3,000  324,240.00   3,870.00
E25       0.240   0.010     4.35%   20,000    4,800.00     200.00
ERA       0.000  -0.002  -100.00%  700,000        0.00  -1,400.00
PTR       0.115   0.005     4.55%    9,412    1,082.38      47.06
VML       0.110   0.000     0.00%    6,000      660.00       0.00
WBC      35.160  -0.400    -1.12%        0        0.00       0.00
WDS      28.620  -0.340    -1.17%    1,288   36,862.56    -437.92
TOTAL                                     1,393,929.31 -12,709.13
