Portfolio value change between 2025-12-17 and 2025-12-18

Ticker    Close     +/-        %    Units       Value   Day Gain
ALK       1.170  -0.030   -2.50%  153,181  179,221.77  -4,595.43
AMP       1.815   0.000    0.00%   70,000  127,050.00       0.00
ASM       0.595   0.005    0.85%   57,458   34,187.51     287.29
BHP      44.880   0.470    1.06%   16,361  734,281.68   7,689.67
CAN       0.008  -0.002  -20.00%   44,090      352.72     -88.18
CBA     155.000   1.140    0.74%        0        0.00       0.00
CNB       0.440   0.030    7.32%   10,000    4,400.00     300.00
E25       0.285   0.000    0.00%   20,000    5,700.00       0.00
ERA       0.002   0.000    0.00%  700,000    1,400.00       0.00
PTR       0.245  -0.015   -5.77%    9,412    2,305.94    -141.18
VML       0.190   0.000    0.00%    6,000    1,140.00       0.00
WBC      38.250  -0.200   -0.52%        0        0.00       0.00
WDS      22.800  -0.620   -2.65%    1,288   29,366.40    -798.56
TOTAL                                    1,119,406.02   2,653.61
