Portfolio value change between 2026-07-29 and 2026-07-30

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.330  -0.025    -1.85%  153,181  203,730.73  -3,829.52
AMP       2.160  -0.030    -1.37%   70,000  151,200.00  -2,100.00
ASM       0.930  -0.055    -5.58%   57,458   53,435.94  -3,160.19
BHP      59.360  -0.820    -1.36%   11,065  656,818.40  -9,073.30
CAN       0.003   0.000     0.00%   44,090      132.27       0.00
CBA     178.360  -0.300    -0.17%        0        0.00       0.00
CNB       0.735  -0.025    -3.29%   10,000    7,350.00    -250.00
CSL     126.920  -1.150    -0.90%    4,000  507,680.00  -4,600.00
E25       0.250   0.000     0.00%   20,000    5,000.00       0.00
ERA       0.000  -0.002  -100.00%  700,000        0.00  -1,400.00
PTR       0.080  -0.001    -1.23%    9,412      752.96      -9.41
VML       0.000  -0.105  -100.00%    6,000        0.00    -630.00
WBC      38.320   0.380     1.00%        0        0.00       0.00
WDS      32.825   0.085     0.26%    1,288   42,278.60     109.48
TOTAL                                     1,628,378.90 -24,942.95
