Portfolio value change between 2026-05-05 and 2026-05-06

Ticker    Close     +/-        %    Units       Value   Day Gain
ALK       1.445  -0.030   -2.03%  153,181  221,346.55  -4,595.43
AMP       1.525   0.050    3.39%   70,000  106,750.00   3,500.00
ASM       1.665  -0.035   -2.06%   57,458   95,667.57  -2,011.03
BHP      56.390   1.670    3.05%   16,361  922,596.79  27,322.87
CAN       0.005   0.000    0.00%   44,090      220.45       0.00
CBA     177.980   5.120    2.96%        0        0.00       0.00
CNB       0.455   0.030    7.06%   10,000    4,550.00     300.00
E25       0.280  -0.005   -1.75%   20,000    5,600.00    -100.00
ERA       0.003  -0.001  -25.00%  700,000    2,100.00    -700.00
PTR       0.110   0.012   12.24%    9,412    1,035.32     112.94
VML       0.145   0.005    3.57%    6,000      870.00      30.00
WBC      38.940   1.310    3.48%        0        0.00       0.00
WDS      31.840  -0.870   -2.66%    1,288   41,009.92  -1,120.56
TOTAL                                    1,401,746.59  22,738.79
