Portfolio value change between 2026-06-23 and 2026-06-24

Ticker    Close     +/-        %    Units       Value    Day Gain
ALK       1.515  -0.090   -5.61%  153,181  232,069.21  -13,786.29
AMP       1.605   0.005    0.31%   70,000  112,350.00      350.00
ASM       1.285  -0.035   -2.65%   57,458   73,833.53   -2,011.03
BHP      59.500  -0.420   -0.70%    9,000  535,500.00   -3,780.00
CAN       0.004   0.000    0.00%   44,090      176.36        0.00
CBA     164.790   0.580    0.35%        0        0.00        0.00
CNB       0.595   0.000    0.00%   10,000    5,950.00        0.00
CSL     114.990   2.950    2.63%    3,000  344,970.00    8,850.00
E25       0.205  -0.025  -10.87%   20,000    4,100.00     -500.00
ERA       0.002   0.000    0.00%  700,000    1,400.00        0.00
PTR       0.097   0.000    0.00%    9,412      912.96        0.00
VML       0.105   0.000    0.00%    6,000      630.00        0.00
WBC      35.780   0.300    0.85%        0        0.00        0.00
WDS      28.240  -0.410   -1.43%    1,288   36,373.12     -528.08
TOTAL                                    1,348,265.19  -11,405.40
