Portfolio value change between 2026-04-20 and 2026-04-21

Ticker    Close     +/-        %    Units       Value    Day Gain
ALK       1.695  -0.070   -3.97%  153,181  259,641.80  -10,722.67
AMP       1.470   0.040    2.80%   70,000  102,900.00    2,800.00
ASM       1.600   0.005    0.31%   57,458   91,932.80      287.29
BHP      55.510  -0.180   -0.32%   16,361  908,199.11   -2,944.98
CAN       0.005  -0.001  -16.67%   44,090      220.45      -44.09
CBA     179.580  -0.570   -0.32%        0        0.00        0.00
CNB       0.495   0.000    0.00%   10,000    4,950.00        0.00
E25       0.320   0.000    0.00%   20,000    6,400.00        0.00
ERA       0.004   0.001   33.33%  700,000    2,800.00      700.00
PTR       0.105   0.000    0.00%    9,412      988.26        0.00
VML       0.145  -0.005   -3.33%    6,000      870.00      -30.00
WBC      40.250   0.230    0.57%        0        0.00        0.00
WDS      31.210  -0.560   -1.76%    1,288   40,198.48     -721.28
TOTAL                                    1,419,100.90  -10,675.73
