Portfolio value change between 2025-12-30 and 2025-12-31

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.345  -0.015  -1.10%  153,181  206,028.45  -2,297.72
AMP       1.820  -0.005  -0.27%   70,000  127,400.00    -350.00
ASM       0.695   0.005   0.72%   57,458   39,933.31     287.29
BHP      45.490   0.390   0.86%   16,361  744,261.89   6,380.79
CAN       0.009   0.000   0.00%   44,090      396.81       0.00
CBA     160.570  -0.720  -0.45%        0        0.00       0.00
CNB       0.450   0.000   0.00%   10,000    4,500.00       0.00
E25       0.320   0.005   1.59%   20,000    6,400.00     100.00
ERA       0.003   0.001  50.00%  700,000    2,100.00     700.00
PTR       0.275  -0.005  -1.79%    9,412    2,588.30     -47.06
VML       0.170   0.010   6.25%    6,000    1,020.00      60.00
WBC      38.600  -0.430  -1.10%        0        0.00       0.00
WDS      23.590   0.220   0.94%    1,288   30,383.92     283.36
TOTAL                                   1,165,012.68   5,116.66
