Portfolio value change between 2025-11-14 and 2025-11-17

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.030   0.010   0.98%  153,181  157,776.43   1,531.81
AMP       1.660   0.010   0.61%   70,000  116,200.00     700.00
ASM       0.660   0.010   1.54%   57,458   37,922.28     574.58
BHP      42.480  -0.270  -0.63%   16,361  695,015.28  -4,417.47
CAN       0.011   0.000   0.00%   44,090      484.99       0.00
CBA     155.400  -1.900  -1.21%        0        0.00       0.00
CNB       0.390   0.010   2.63%   10,000    3,900.00     100.00
E25       0.320   0.025   8.47%   20,000    6,400.00     500.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.285   0.005   1.79%    9,412    2,682.42      47.06
VML       0.235   0.000   0.00%    6,000    1,410.00       0.00
WBC      39.030   0.220   0.57%        0        0.00       0.00
WDS      26.490   0.250   0.95%    1,288   34,119.12     322.00
TOTAL                                   1,057,310.52    -642.02
