Portfolio value change between 2026-02-10 and 2026-02-11

Ticker    Close     +/-        %    Units       Value   Day Gain
ALK       1.550   0.020    1.31%  153,181  237,430.55   3,063.62
AMP       1.725   0.010    0.58%   70,000  120,750.00     700.00
ASM       1.610  -0.080   -4.73%   57,458   92,507.38  -4,596.64
BHP      50.870   0.610    1.21%   16,361  832,284.07   9,980.21
CAN       0.007  -0.001  -12.50%   44,090      308.63     -44.09
CBA     171.330  12.590    7.93%        0        0.00       0.00
CNB       0.475  -0.015   -3.06%   10,000    4,750.00    -150.00
E25       0.360  -0.005   -1.37%   20,000    7,200.00    -100.00
ERA       0.003   0.000    0.00%  700,000    2,100.00       0.00
PTR       0.250   0.000    0.00%    9,412    2,353.00       0.00
VML       0.185   0.010    5.71%    6,000    1,110.00      60.00
WBC      40.380   1.100    2.80%        0        0.00       0.00
WDS      26.100   0.170    0.66%    1,288   33,616.80     218.96
TOTAL                                    1,334,410.43   9,132.06
