Portfolio value change between 2026-03-10 and 2026-03-11

Ticker    Close     +/-        %    Units       Value   Day Gain
ALK       1.600   0.040    2.56%  153,181  245,089.60   6,127.24
AMP       1.180  -0.020   -1.67%   70,000   82,600.00  -1,400.00
ASM       1.525   0.045    3.04%   57,458   87,623.45   2,585.61
BHP      51.960   0.730    1.42%   16,361  850,117.56  11,943.53
CAN       0.007   0.000    0.00%   44,090      308.63       0.00
CBA     172.670   0.870    0.51%        0        0.00       0.00
CNB       0.470   0.055   13.25%   10,000    4,700.00     550.00
E25       0.335  -0.025   -6.94%   20,000    6,700.00    -500.00
ERA       0.003  -0.001  -25.00%  700,000    2,100.00    -700.00
PTR       0.185   0.000    0.00%    9,412    1,741.22       0.00
VML       0.165  -0.005   -2.94%    6,000      990.00     -30.00
WBC      41.030   0.190    0.47%        0        0.00       0.00
WDS      30.420   0.240    0.80%    1,288   39,180.96     309.12
TOTAL                                    1,321,151.42  18,885.50
