Portfolio value change between 2026-07-03 and 2026-07-06

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.450   0.010   0.69%  153,181  222,112.45   1,531.81
AMP       1.665  -0.050  -2.92%   70,000  116,550.00  -3,500.00
ASM       1.135  -0.025  -2.16%   57,458   65,214.83  -1,436.45
BHP      60.020  -0.480  -0.79%    9,000  540,180.00  -4,320.00
CAN       0.004   0.000   0.00%   44,090      176.36       0.00
CBA     164.660  -0.360  -0.22%        0        0.00       0.00
CNB       0.605   0.005   0.83%   10,000    6,050.00      50.00
CSL     124.230   2.420   1.99%    3,000  372,690.00   7,260.00
E25       0.230   0.005   2.22%   20,000    4,600.00     100.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.092  -0.004  -4.17%    9,412      865.90     -37.65
VML       0.115   0.010   9.52%    6,000      690.00      60.00
WBC      35.290  -0.400  -1.12%        0        0.00       0.00
WDS      28.100   0.230   0.83%    1,288   36,192.80     296.24
TOTAL                                   1,366,722.34       3.95
