Portfolio value change between 2026-06-05 and 2026-06-09

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.420  -0.025  -1.73%  153,181  217,517.02   -3,829.53
AMP       1.550   0.030   1.97%   70,000  108,500.00    2,100.00
ASM       1.280  -0.125  -8.90%   57,458   73,546.24   -7,182.25
BHP      60.080  -1.160  -1.89%   10,000  600,800.00  -11,600.00
CAN       0.004   0.000   0.00%   44,090      176.36        0.00
CBA     160.480  -0.420  -0.26%        0        0.00        0.00
CNB       0.640  -0.030  -4.48%   10,000    6,400.00     -300.00
CSL      99.470   1.560   1.59%    3,000  298,410.00    4,680.00
E25       0.240   0.005   2.13%   20,000    4,800.00      100.00
ERA       0.002   0.000   0.00%  700,000    1,400.00        0.00
PTR       0.105   0.005   5.00%    9,412      988.26       47.06
VML       0.110  -0.005  -4.35%    6,000      660.00      -30.00
WBC      34.710  -0.100  -0.29%        0        0.00        0.00
WDS      31.090   0.180   0.58%    1,288   40,043.92      231.84
TOTAL                                   1,353,241.80  -15,782.88
