Portfolio value change between 2025-12-19 and 2025-12-22

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.260   0.045   3.70%  153,181  193,008.06   6,893.14
AMP       1.825  -0.015  -0.82%   70,000  127,750.00  -1,050.00
ASM       0.630   0.000   0.00%   57,458   36,198.54       0.00
BHP      45.070   0.710   1.60%   16,361  737,390.27  11,616.31
CAN       0.009   0.000   0.00%   44,090      396.81       0.00
CBA     158.260   0.510   0.32%        0        0.00       0.00
CNB       0.420   0.005   1.20%   10,000    4,200.00      50.00
E25       0.300   0.015   5.26%   20,000    6,000.00     300.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.270   0.013   5.06%    9,412    2,541.24     122.36
VML       0.190   0.000   0.00%    6,000    1,140.00       0.00
WBC      38.750  -0.010  -0.03%        0        0.00       0.00
WDS      22.990   0.190   0.83%    1,288   29,611.12     244.72
TOTAL                                   1,139,636.04  18,176.53
