Portfolio value change between 2026-05-20 and 2026-05-21

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.485   0.030   2.06%  153,181  227,473.79   4,595.43
AMP       1.595   0.025   1.59%   70,000  111,650.00   1,750.00
ASM       1.360   0.040   3.03%   57,458   78,142.88   2,298.32
BHP      59.100   1.770   3.09%   13,000  768,300.00  23,010.00
CAN       0.005   0.000   0.00%   44,090      220.45       0.00
CBA     164.130   1.490   0.92%        0        0.00       0.00
CNB       0.550   0.030   5.77%   10,000    5,500.00     300.00
CSL     100.050   1.580   1.60%    2,000  200,100.00   3,160.00
E25       0.270   0.000   0.00%   20,000    5,400.00       0.00
ERA       0.003   0.000   0.00%  700,000    2,100.00       0.00
PTR       0.105  -0.005  -4.55%    9,412      988.26     -47.06
VML       0.140   0.005   3.70%    6,000      840.00      30.00
WBC      36.280   0.770   2.17%        0        0.00       0.00
WDS      31.830  -0.670  -2.06%    1,288   40,997.04    -862.96
TOTAL                                   1,441,712.42  34,233.73
