Portfolio value change between 2026-01-16 and 2026-01-19

Ticker    Close     +/-        %    Units       Value   Day Gain
ALK       1.555   0.015    0.97%  153,181  238,196.45   2,297.71
AMP       1.815  -0.005   -0.27%   70,000  127,050.00    -350.00
ASM       0.755   0.040    5.59%   57,458   43,380.79   2,298.32
BHP      48.750  -0.240   -0.49%   16,361  797,598.75  -3,926.64
CAN       0.009  -0.001  -10.00%   44,090      396.81     -44.09
CBA     153.260  -1.040   -0.67%        0        0.00       0.00
CNB       0.590   0.030    5.36%   10,000    5,900.00     300.00
E25       0.380   0.005    1.33%   20,000    7,600.00     100.00
ERA       0.002  -0.001  -33.33%  700,000    1,400.00    -700.00
PTR       0.275  -0.005   -1.79%    9,412    2,588.30     -47.06
VML       0.200  -0.010   -4.76%    6,000    1,200.00     -60.00
WBC      38.970  -0.220   -0.56%        0        0.00       0.00
WDS      23.750   0.070    0.30%    1,288   30,590.00      90.16
TOTAL                                    1,255,901.10     -41.60
