Portfolio value change between 2026-09-17 and 2026-09-18

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.970   0.060     3.14%  153,181  301,766.57   9,190.86
AMP       2.520   0.030     1.20%   70,000  176,400.00   2,100.00
BHP      61.050   0.840     1.40%    8,000  488,400.00   6,720.00
CAN       0.004  -0.001   -20.00%   44,090      176.36     -44.09
CBA     152.430  -1.580    -1.03%        0        0.00       0.00
CNB       0.965   0.105    12.21%   10,000    9,650.00   1,050.00
CSL     175.590  -1.970    -1.11%    4,000  702,360.00  -7,880.00
E25       0.255   0.005     2.00%   20,000    5,100.00     100.00
EF2      16.320   0.070     0.43%    3,045   49,694.40     213.15
ERA       0.000  -0.002  -100.00%  700,000        0.00  -1,400.00
PTR       0.100   0.000     0.00%    9,412      941.20       0.00
VML       0.096   0.006     6.67%    6,000      576.00      36.00
WBC      34.750  -0.080    -0.23%        0        0.00       0.00
WDS      32.420  -0.560    -1.70%    1,288   41,756.96    -721.28
TOTAL                                     1,776,821.49   9,364.64
