Portfolio value change between 2026-03-18 and 2026-03-19

Ticker    Close     +/-        %    Units       Value    Day Gain
ALK       1.445  -0.170  -10.53%  153,181  221,346.55  -26,040.77
AMP       1.220  -0.030   -2.40%   70,000   85,400.00   -2,100.00
ASM       1.440  -0.050   -3.36%   57,458   82,739.52   -2,872.90
BHP      48.350  -1.740   -3.47%   16,361  791,054.35  -28,468.14
CAN       0.006  -0.001  -14.29%   44,090      264.54      -44.09
CBA     177.360   0.270    0.15%        0        0.00        0.00
CNB       0.390  -0.065  -14.29%   10,000    3,900.00     -650.00
E25       0.310  -0.025   -7.46%   20,000    6,200.00     -500.00
ERA       0.003  -0.001  -25.00%  700,000    2,100.00     -700.00
PTR       0.115  -0.010   -8.00%    9,412    1,082.38      -94.12
VML       0.145  -0.010   -6.45%    6,000      870.00      -60.00
WBC      41.130  -0.400   -0.96%        0        0.00        0.00
WDS      33.700   2.260    7.19%    1,288   43,405.60    2,910.88
TOTAL                                    1,238,362.94  -58,619.14
