Portfolio value change between 2026-02-27 and 2026-03-02

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.785   0.035   2.00%  153,181  273,428.08   5,361.33
AMP       1.275  -0.025  -1.92%   70,000   89,250.00  -1,750.00
ASM       1.645  -0.025  -1.50%   57,458   94,518.41  -1,436.45
BHP      59.250   0.840   1.44%   16,361  969,389.25  13,743.24
CAN       0.008   0.000   0.00%   44,090      352.72       0.00
CBA     173.490  -1.130  -0.65%        0        0.00       0.00
CNB       0.500   0.030   6.38%   10,000    5,000.00     300.00
E25       0.340   0.000   0.00%   20,000    6,800.00       0.00
ERA       0.003   0.000   0.00%  700,000    2,100.00       0.00
PTR       0.200  -0.010  -4.76%    9,412    1,882.40     -94.12
VML       0.175   0.000   0.00%    6,000    1,050.00       0.00
WBC      41.800  -0.740  -1.74%        0        0.00       0.00
WDS      30.240   1.930   6.82%    1,288   38,949.12   2,485.84
TOTAL                                   1,482,719.98  18,609.85
