Portfolio value change between 2026-04-21 and 2026-04-22

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.650  -0.045  -2.65%  153,181  252,748.65  -6,893.15
AMP       1.440  -0.030  -2.04%   70,000  100,800.00  -2,100.00
ASM       1.600   0.000   0.00%   57,458   91,932.80       0.00
BHP      56.170   0.660   1.19%   16,361  918,997.37  10,798.26
CAN       0.005   0.000   0.00%   44,090      220.45       0.00
CBA     175.040  -4.540  -2.53%        0        0.00       0.00
CNB       0.465  -0.030  -6.06%   10,000    4,650.00    -300.00
E25       0.300  -0.020  -6.25%   20,000    6,000.00    -400.00
ERA       0.004   0.000   0.00%  700,000    2,800.00       0.00
PTR       0.105   0.000   0.00%    9,412      988.26       0.00
VML       0.145   0.000   0.00%    6,000      870.00       0.00
WBC      39.400  -0.850  -2.11%        0        0.00       0.00
WDS      30.790  -0.420  -1.35%    1,288   39,657.52    -540.96
TOTAL                                   1,419,665.05     564.16
