Portfolio value change between 2026-04-23 and 2026-04-24

Ticker    Close     +/-        %    Units       Value    Day Gain
ALK       1.600  -0.090   -5.33%  153,181  245,089.60  -13,786.29
AMP       1.440   0.005    0.35%   70,000  100,800.00      350.00
ASM       1.700   0.035    2.10%   57,458   97,678.60    2,011.03
BHP      56.100   0.070    0.12%   16,361  917,852.10    1,145.27
CAN       0.005   0.000    0.00%   44,090      220.45        0.00
CBA     174.490   1.110    0.64%        0        0.00        0.00
CNB       0.520   0.030    6.12%   10,000    5,200.00      300.00
E25       0.295  -0.005   -1.67%   20,000    5,900.00     -100.00
ERA       0.003  -0.001  -25.00%  700,000    2,100.00     -700.00
PTR       0.105   0.005    5.00%    9,412      988.26       47.06
VML       0.147   0.002    1.38%    6,000      882.00       12.00
WBC      39.010  -0.110   -0.28%        0        0.00        0.00
WDS      32.610   0.840    2.64%    1,288   42,001.68    1,081.92
TOTAL                                    1,418,712.69   -9,639.01
