Portfolio value change between 2026-08-13 and 2026-08-14

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.535  -0.040  -2.54%  153,181  235,132.83   -6,127.24
AMP       2.330   0.000   0.00%   70,000  163,100.00        0.00
ASM       1.220   0.020   1.67%   57,458   70,098.76    1,149.16
BHP      61.350  -2.100  -3.31%   11,065  678,837.75  -23,236.50
CAN       0.003   0.000   0.00%   44,090      132.27        0.00
CBA     167.170  -1.830  -1.08%        0        0.00        0.00
CNB       0.865  -0.030  -3.35%   10,000    8,650.00     -300.00
CSL     136.500  -1.020  -0.74%    4,000  546,000.00   -4,080.00
E25       0.260   0.005   1.96%   20,000    5,200.00      100.00
ERA       0.002   0.000   0.00%  700,000    1,400.00        0.00
PTR       0.120   0.000   0.00%    9,412    1,129.44        0.00
VML       0.100  -0.005  -4.76%    6,000      600.00      -30.00
WBC      35.370  -0.330  -0.92%        0        0.00        0.00
WDS      32.600   0.050   0.15%    1,288   41,988.80       64.40
TOTAL                                   1,752,269.85  -32,460.18
