Portfolio value change between 2025-12-24 and 2025-12-29

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.375   0.075   5.77%  153,181  210,623.88  11,488.57
AMP       1.830   0.010   0.55%   70,000  128,100.00     700.00
ASM       0.715   0.050   7.52%   57,458   41,082.47   2,872.90
BHP      45.450  -0.170  -0.37%   16,361  743,607.45  -2,781.37
CAN       0.009   0.000   0.00%   44,090      396.81       0.00
CBA     160.490  -0.900  -0.56%        0        0.00       0.00
CNB       0.455   0.010   2.25%   10,000    4,550.00     100.00
E25       0.315  -0.005  -1.56%   20,000    6,300.00    -100.00
ERA       0.003   0.001  50.00%  700,000    2,100.00     700.00
PTR       0.285   0.005   1.79%    9,412    2,682.42      47.06
VML       0.180   0.000   0.00%    6,000    1,080.00       0.00
WBC      38.940  -0.200  -0.51%        0        0.00       0.00
WDS      23.080  -0.080  -0.35%    1,288   29,727.04    -103.04
TOTAL                                   1,170,250.06  12,924.13
