Portfolio value change between 2026-09-01 and 2026-09-02

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.895  -0.045  -2.32%  153,181  290,277.99   -6,893.14
AMP       2.470   0.010   0.41%   70,000  172,900.00      700.00
ASM       1.170   0.000   0.00%   57,458   67,225.86        0.00
BHP      64.650  -2.190  -3.28%    9,000  581,850.00  -19,710.00
CAN       0.004   0.000   0.00%   44,090      176.36        0.00
CBA     159.320   0.170   0.11%        0        0.00        0.00
CNB       0.960  -0.020  -2.04%   10,000    9,600.00     -200.00
CSL     173.850   1.540   0.89%    4,000  695,400.00    6,160.00
E25       0.265  -0.005  -1.85%   20,000    5,300.00     -100.00
ERA       0.002   0.000   0.00%  700,000    1,400.00        0.00
PTR       0.120   0.005   4.35%    9,412    1,129.44       47.06
VML       0.099  -0.001  -1.00%    6,000      594.00       -6.00
WBC      34.390   0.030   0.09%        0        0.00        0.00
WDS      33.080   0.380   1.16%    1,288   42,607.04      489.44
TOTAL                                   1,868,460.70  -19,512.64
