Portfolio value change between 2026-06-18 and 2026-06-19

Ticker    Close     +/-         %    Units       Value    Day Gain
ALK       1.600  -0.035    -2.14%  153,181  245,089.60   -5,361.33
AMP       1.560  -0.030    -1.89%   70,000  109,200.00   -2,100.00
ASM       1.300   0.040     3.17%   57,458   74,695.40    2,298.32
BHP      61.400  -3.640    -5.60%    9,000  552,600.00  -32,760.00
CAN       0.004   0.000     0.00%   44,090      176.36        0.00
CBA     162.400   0.170     0.10%        0        0.00        0.00
CNB       0.650  -0.010    -1.52%   10,000    6,500.00     -100.00
CSL     116.320   8.240     7.62%    3,000  348,960.00   24,720.00
E25       0.240   0.000     0.00%   20,000    4,800.00        0.00
ERA       0.000  -0.002  -100.00%  700,000        0.00   -1,400.00
PTR       0.110  -0.005    -4.35%    9,412    1,035.32      -47.06
VML       0.110   0.000     0.00%    6,000      660.00        0.00
WBC      35.010  -0.150    -0.43%        0        0.00        0.00
WDS      29.030   0.410     1.43%    1,288   37,390.64      528.08
TOTAL                                     1,381,107.32  -14,222.00
