Portfolio value change between 2026-06-19 and 2026-06-22

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.640   0.040   2.50%  153,181  251,216.84    6,127.24
AMP       1.595   0.035   2.24%   70,000  111,650.00    2,450.00
ASM       1.325   0.025   1.92%   57,458   76,131.85    1,436.45
BHP      60.340  -1.060  -1.73%    9,000  543,060.00   -9,540.00
CAN       0.004   0.000   0.00%   44,090      176.36        0.00
CBA     163.410   1.010   0.62%        0        0.00        0.00
CNB       0.635  -0.015  -2.31%   10,000    6,350.00     -150.00
CSL     112.880  -3.440  -2.96%    3,000  338,640.00  -10,320.00
E25       0.220  -0.020  -8.33%   20,000    4,400.00     -400.00
ERA       0.002   0.000   0.00%  700,000    1,400.00        0.00
PTR       0.120   0.010   9.09%    9,412    1,129.44       94.12
VML       0.115   0.005   4.55%    6,000      690.00       30.00
WBC      35.120   0.110   0.31%        0        0.00        0.00
WDS      28.770  -0.260  -0.90%    1,288   37,055.76     -334.88
TOTAL                                   1,371,900.25  -10,607.07
