Portfolio value change between 2026-08-26 and 2026-08-27

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.950  -0.030  -1.52%  153,181  298,702.95  -4,595.43
AMP       2.350   0.000   0.00%   70,000  164,500.00       0.00
ASM       1.170   0.000   0.00%   57,458   67,225.86       0.00
BHP      66.400  -1.000  -1.48%    9,000  597,600.00  -9,000.00
CAN       0.003   0.000   0.00%   44,090      132.27       0.00
CBA     154.960  -0.500  -0.32%        0        0.00       0.00
CNB       1.015  -0.020  -1.93%   10,000   10,150.00    -200.00
CSL     173.880   1.440   0.84%    4,000  695,520.00   5,760.00
E25       0.285   0.000   0.00%   20,000    5,700.00       0.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.110   0.000   0.00%    9,412    1,035.32       0.00
VML       0.105   0.000   0.00%    6,000      630.00       0.00
WBC      33.680  -0.150  -0.44%        0        0.00       0.00
WDS      32.000   0.080   0.25%    1,288   41,216.00     103.04
TOTAL                                   1,883,812.40  -7,932.39
