Portfolio value change between 2026-03-19 and 2026-03-20

Ticker    Close     +/-        %    Units       Value    Day Gain
ALK       1.540   0.095    6.57%  153,181  235,898.74   14,552.19
AMP       1.230   0.010    0.82%   70,000   86,100.00      700.00
ASM       1.405  -0.035   -2.43%   57,458   80,728.49   -2,011.03
BHP      47.470  -0.880   -1.82%   16,361  776,656.67  -14,397.68
CAN       0.006   0.000    0.00%   44,090      264.54        0.00
CBA     175.640  -1.720   -0.97%        0        0.00        0.00
CNB       0.375  -0.015   -3.85%   10,000    3,750.00     -150.00
E25       0.305  -0.005   -1.61%   20,000    6,100.00     -100.00
ERA       0.003  -0.001  -25.00%  700,000    2,100.00     -700.00
PTR       0.105  -0.010   -8.70%    9,412      988.26      -94.12
VML       0.135  -0.010   -6.90%    6,000      810.00      -60.00
WBC      40.700  -0.430   -1.05%        0        0.00        0.00
WDS      34.040   0.340    1.01%    1,288   43,843.52      437.92
TOTAL                                    1,237,240.22   -1,822.72
