Portfolio value change between 2026-06-26 and 2026-06-29

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.405  -0.045    -3.10%  153,181  215,219.30  -6,893.14
AMP       1.550   0.000     0.00%   70,000  108,500.00       0.00
ASM       1.230   0.055     4.68%   57,458   70,673.34   3,160.19
BHP      59.820   0.830     1.41%    9,000  538,380.00   7,470.00
CAN       0.002  -0.001   -33.33%   44,090       88.18     -44.09
CBA     163.610   1.590     0.98%        0        0.00       0.00
CNB       0.580   0.010     1.75%   10,000    5,800.00     100.00
CSL     115.390   0.520     0.45%    3,000  346,170.00   1,560.00
E25       0.200  -0.010    -4.76%   20,000    4,000.00    -200.00
ERA       0.000  -0.002  -100.00%  700,000        0.00  -1,400.00
PTR       0.092   0.003     3.37%    9,412      865.90      28.24
VML       0.100   0.000     0.00%    6,000      600.00       0.00
WBC      35.240   0.100     0.28%        0        0.00       0.00
WDS      27.970   0.320     1.16%    1,288   36,025.36     412.16
TOTAL                                     1,326,322.09   4,193.35
