Portfolio value change between 2026-08-28 and 2026-08-31

Ticker    Close     +/-         %    Units       Value    Day Gain
ALK       1.900  -0.025    -1.30%  153,181  291,043.90   -3,829.53
AMP       2.380   0.020     0.85%   70,000  166,600.00    1,400.00
ASM       0.000  -1.170  -100.00%   57,458        0.00  -67,225.86
BHP      66.230  -1.070    -1.59%    9,000  596,070.00   -9,630.00
CAN       0.004   0.000     0.00%   44,090      176.36        0.00
CBA     159.900   2.650     1.69%        0        0.00        0.00
CNB       0.965  -0.045    -4.46%   10,000    9,650.00     -450.00
CSL     171.570  -0.750    -0.44%    4,000  686,280.00   -3,000.00
E25       0.270  -0.015    -5.26%   20,000    5,400.00     -300.00
ERA       0.000  -0.002  -100.00%  700,000        0.00   -1,400.00
PTR       0.110   0.000     0.00%    9,412    1,035.32        0.00
VML       0.100   0.000     0.00%    6,000      600.00        0.00
WBC      34.550   0.650     1.92%        0        0.00        0.00
WDS      32.420   0.150     0.46%    1,288   41,756.96      193.20
TOTAL                                     1,798,612.54  -84,242.18
