Portfolio value change between 2026-02-12 and 2026-02-13

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.575  -0.010  -0.63%  153,181  241,260.07   -1,531.81
AMP       1.395   0.115   8.98%   70,000   97,650.00    8,050.00
ASM       1.575  -0.090  -5.41%   57,458   90,496.35   -5,171.22
BHP      51.130  -0.960  -1.84%   16,361  836,537.93  -15,706.56
CAN       0.008   0.001  14.29%   44,090      352.72       44.09
CBA     176.200  -2.540  -1.42%        0        0.00        0.00
CNB       0.480  -0.040  -7.69%   10,000    4,800.00     -400.00
E25       0.360   0.005   1.41%   20,000    7,200.00      100.00
ERA       0.003   0.000   0.00%  700,000    2,100.00        0.00
PTR       0.235  -0.005  -2.08%    9,412    2,211.82      -47.06
VML       0.180   0.005   2.86%    6,000    1,080.00       30.00
WBC      40.520  -0.480  -1.17%        0        0.00        0.00
WDS      25.780  -0.550  -2.09%    1,288   33,204.64     -708.40
TOTAL                                   1,316,893.53  -15,340.96
