Portfolio value change between 2026-04-10 and 2026-04-13

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.785  -0.015  -0.83%  153,181  273,428.08  -2,297.72
AMP       1.390   0.025   1.83%   70,000   97,300.00   1,750.00
ASM       1.445   0.005   0.35%   57,458   83,026.81     287.29
BHP      54.350   0.370   0.69%   16,361  889,220.35   6,053.57
CAN       0.005   0.000   0.00%   44,090      220.45       0.00
CBA     183.200  -0.180  -0.10%        0        0.00       0.00
CNB       0.430  -0.045  -9.47%   10,000    4,300.00    -450.00
E25       0.310  -0.015  -4.62%   20,000    6,200.00    -300.00
ERA       0.004   0.000   0.00%  700,000    2,800.00       0.00
PTR       0.110  -0.010  -8.33%    9,412    1,035.32     -94.12
VML       0.135   0.000   0.00%    6,000      810.00       0.00
WBC      42.590  -0.180  -0.42%        0        0.00       0.00
WDS      34.150   0.870   2.61%    1,288   43,985.20   1,120.56
TOTAL                                   1,402,326.21   6,069.59
