Portfolio value change between 2025-12-03 and 2025-12-04

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.045  -0.040  -3.69%  153,181  160,074.14  -6,127.24
AMP       1.750   0.040   2.34%   70,000  122,500.00   2,800.00
ASM       0.625  -0.015  -2.34%   57,458   35,911.25    -861.87
BHP      44.500   1.540   3.58%   16,361  728,064.50  25,195.94
CAN       0.009   0.000   0.00%   44,090      396.81       0.00
CBA     153.220   1.170   0.77%        0        0.00       0.00
CNB       0.410   0.025   6.49%   10,000    4,100.00     250.00
E25       0.325   0.010   3.17%   20,000    6,500.00     200.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.255   0.000   0.00%    9,412    2,400.06       0.00
VML       0.200   0.005   2.56%    6,000    1,200.00      30.00
WBC      37.660   0.260   0.70%        0        0.00       0.00
WDS      25.550   0.150   0.59%    1,288   32,908.40     193.20
TOTAL                                   1,095,455.17  21,680.03
