Portfolio value change between 2026-02-24 and 2026-02-25

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.755   0.070   4.15%  153,181  268,832.65  10,722.67
AMP       1.270   0.020   1.60%   70,000   88,900.00   1,400.00
ASM       1.680   0.060   3.70%   57,458   96,529.44   3,447.48
BHP      56.510   1.760   3.21%   16,361  924,560.11  28,795.36
CAN       0.007   0.001  16.67%   44,090      308.63      44.09
CBA     178.680   0.180   0.10%        0        0.00       0.00
CNB       0.470  -0.005  -1.05%   10,000    4,700.00     -50.00
E25       0.330  -0.020  -5.71%   20,000    6,600.00    -400.00
ERA       0.004   0.000   0.00%  700,000    2,800.00       0.00
PTR       0.230   0.010   4.55%    9,412    2,164.76      94.12
VML       0.165  -0.005  -2.94%    6,000      990.00     -30.00
WBC      42.950   0.300   0.70%        0        0.00       0.00
WDS      28.240   0.490   1.77%    1,288   36,373.12     631.12
TOTAL                                   1,432,758.71  44,654.84
