Portfolio value change between 2026-02-03 and 2026-02-04

Ticker    Close     +/-        %    Units       Value   Day Gain
ALK       1.575   0.055    3.62%  153,181  241,260.07   8,424.95
AMP       1.675  -0.040   -2.33%   70,000  117,250.00  -2,800.00
ASM       1.755   0.200   12.86%   57,458  100,838.79  11,491.60
BHP      52.400   2.270    4.53%   16,361  857,316.40  37,139.47
CAN       0.008  -0.001  -11.11%   44,090      352.72     -44.09
CBA     157.060   3.980    2.60%        0        0.00       0.00
CNB       0.510   0.020    4.08%   10,000    5,100.00     200.00
E25       0.365  -0.005   -1.35%   20,000    7,300.00    -100.00
ERA       0.003  -0.001  -25.00%  700,000    2,100.00    -700.00
PTR       0.275   0.005    1.85%    9,412    2,588.30      47.06
VML       0.175  -0.005   -2.78%    6,000    1,050.00     -30.00
WBC      39.890   0.570    1.45%        0        0.00       0.00
WDS      25.840   0.780    3.11%    1,288   33,281.92   1,004.64
TOTAL                                    1,368,438.20  54,633.63
