Portfolio value change between 2026-05-19 and 2026-05-20

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.455  -0.075  -4.90%  153,181  222,878.36  -11,488.57
AMP       1.570  -0.025  -1.57%   70,000  109,900.00   -1,750.00
ASM       1.320  -0.100  -7.04%   57,458   75,844.56   -5,745.80
BHP      57.330  -1.370  -2.33%   13,000  745,290.00  -17,810.00
CAN       0.005   0.000   0.00%   44,090      220.45        0.00
CBA     162.640  -0.240  -0.15%        0        0.00        0.00
CNB       0.520  -0.010  -1.89%   10,000    5,200.00     -100.00
CSL      98.470  -0.220  -0.22%    2,000  196,940.00     -440.00
E25       0.270  -0.020  -6.90%   20,000    5,400.00     -400.00
ERA       0.003   0.000   0.00%  700,000    2,100.00        0.00
PTR       0.110   0.002   1.85%    9,412    1,035.32       18.82
VML       0.135   0.015  12.50%    6,000      810.00       90.00
WBC      35.510  -0.880  -2.42%        0        0.00        0.00
WDS      32.500   0.220   0.68%    1,288   41,860.00      283.36
TOTAL                                   1,407,478.69  -37,342.19
