Portfolio value change between 2026-05-26 and 2026-05-27

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.525   0.010     0.66%  153,181  233,601.02   1,531.81
AMP       1.600   0.010     0.63%   70,000  112,000.00     700.00
ASM       1.480   0.040     2.78%   57,458   85,037.84   2,298.32
BHP      61.280   0.930     1.54%   13,000  796,640.00  12,090.00
CAN       0.005   0.000     0.00%   44,090      220.45       0.00
CBA     164.810   0.510     0.31%        0        0.00       0.00
CNB       0.685  -0.010    -1.44%   10,000    6,850.00    -100.00
CSL      99.260   2.360     2.44%    2,000  198,520.00   4,720.00
E25       0.230  -0.050   -17.86%   20,000    4,600.00  -1,000.00
ERA       0.003   0.000     0.00%  700,000    2,100.00       0.00
PTR       0.000  -0.110  -100.00%    9,412        0.00  -1,035.32
VML       0.130   0.010     8.33%    6,000      780.00      60.00
WBC      36.390  -0.220    -0.60%        0        0.00       0.00
WDS      30.710  -0.010    -0.03%    1,288   39,554.48     -12.88
TOTAL                                     1,479,903.79  19,251.93
