Portfolio value change between 2026-05-04 and 2026-05-05

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.475   0.000   0.00%  153,181  225,941.98       0.00
AMP       1.475   0.005   0.34%   70,000  103,250.00     350.00
ASM       1.700   0.045   2.72%   57,458   97,678.60   2,585.61
BHP      54.720  -0.230  -0.42%   16,361  895,273.92  -3,763.03
CAN       0.005   0.000   0.00%   44,090      220.45       0.00
CBA     172.860   0.650   0.38%        0        0.00       0.00
CNB       0.425  -0.030  -6.59%   10,000    4,250.00    -300.00
E25       0.285  -0.010  -3.39%   20,000    5,700.00    -200.00
ERA       0.004   0.000   0.00%  700,000    2,800.00       0.00
PTR       0.098  -0.007  -6.67%    9,412      922.38     -65.88
VML       0.140  -0.010  -6.67%    6,000      840.00     -60.00
WBC      37.630  -0.870  -2.26%        0        0.00       0.00
WDS      32.710   0.600   1.87%    1,288   42,130.48     772.80
TOTAL                                   1,379,007.80    -680.50
