Portfolio value change between 2025-12-23 and 2025-12-24

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.300   0.025   1.96%  153,181  199,135.30   3,829.53
AMP       1.820  -0.015  -0.82%   70,000  127,400.00  -1,050.00
ASM       0.665   0.040   6.40%   57,458   38,209.57   2,298.32
BHP      45.620   0.040   0.09%   16,361  746,388.82     654.44
CAN       0.009   0.000   0.00%   44,090      396.81       0.00
CBA     161.390  -0.340  -0.21%        0        0.00       0.00
CNB       0.445   0.020   4.71%   10,000    4,450.00     200.00
E25       0.320   0.005   1.59%   20,000    6,400.00     100.00
ERA       0.002   0.000   0.00%  700,000    1,400.00       0.00
PTR       0.280   0.010   3.70%    9,412    2,635.36      94.12
VML       0.180   0.000   0.00%    6,000    1,080.00       0.00
WBC      39.140  -0.120  -0.31%        0        0.00       0.00
WDS      23.160  -0.110  -0.47%    1,288   29,830.08    -141.68
TOTAL                                   1,157,325.94   5,984.73
