Portfolio value change between 2026-05-18 and 2026-05-19

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.530   0.060   4.08%  153,181  234,366.93    9,190.86
AMP       1.595   0.045   2.90%   70,000  111,650.00    3,150.00
ASM       1.420  -0.035  -2.41%   57,458   81,590.36   -2,011.03
BHP      58.700  -0.070  -0.12%   13,000  763,100.00     -910.00
CAN       0.005   0.000   0.00%   44,090      220.45        0.00
CBA     162.880   2.140   1.33%        0        0.00        0.00
CNB       0.530  -0.010  -1.85%   10,000    5,300.00     -100.00
CSL      98.690  98.690   0.00%    2,000  197,380.00  197,380.00
E25       0.290  -0.005  -1.69%   20,000    5,800.00     -100.00
ERA       0.003   0.000   0.00%  700,000    2,100.00        0.00
PTR       0.107   0.002   1.90%    9,412    1,007.08       18.82
VML       0.120   0.005   4.35%    6,000      720.00       30.00
WBC      36.390   0.680   1.90%        0        0.00        0.00
WDS      32.280   0.130   0.40%    1,288   41,576.64      167.44
TOTAL                                   1,444,811.46  206,816.09
