Portfolio value change between 2026-05-15 and 2026-05-18

Ticker    Close     +/-        %    Units       Value    Day Gain
ALK       1.470  -0.045   -2.97%  153,181  225,176.07   -6,893.14
AMP       1.550  -0.015   -0.96%   70,000  108,500.00   -1,050.00
ASM       1.455  -0.070   -4.59%   57,458   83,601.39   -4,022.06
BHP      58.770  -1.690   -2.80%   13,000  764,010.00  -21,970.00
CAN       0.005   0.000    0.00%   44,090      220.45        0.00
CBA     160.740   1.340    0.84%        0        0.00        0.00
CNB       0.540  -0.050   -8.47%   10,000    5,400.00     -500.00
E25       0.295   0.000    0.00%   20,000    5,900.00        0.00
ERA       0.003   0.000    0.00%  700,000    2,100.00        0.00
PTR       0.105  -0.020  -16.00%    9,412      988.26     -188.24
VML       0.115  -0.020  -14.81%    6,000      690.00     -120.00
WBC      35.710  -0.130   -0.36%        0        0.00        0.00
WDS      32.150   0.900    2.88%    1,288   41,409.20    1,159.20
TOTAL                                    1,237,995.37  -33,584.24
