Portfolio value change between 2026-08-20 and 2026-08-21

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.795   0.025   1.41%  153,181  274,959.89    3,829.52
AMP       2.390   0.000   0.00%   70,000  167,300.00        0.00
ASM       1.170   0.000   0.00%   57,458   67,225.86        0.00
BHP      65.160  -0.590  -0.90%   11,065  720,995.40   -6,528.35
CAN       0.003   0.000   0.00%   44,090      132.27        0.00
CBA     157.990   1.550   0.99%        0        0.00        0.00
CNB       0.995   0.015   1.53%   10,000    9,950.00      150.00
CSL     168.300  -2.900  -1.69%    4,000  673,200.00  -11,600.00
E25       0.280   0.015   5.66%   20,000    5,600.00      300.00
ERA       0.002   0.000   0.00%  700,000    1,400.00        0.00
PTR       0.110  -0.005  -4.35%    9,412    1,035.32      -47.06
VML       0.100   0.000   0.00%    6,000      600.00        0.00
WBC      33.830   0.010   0.03%        0        0.00        0.00
WDS      33.780   0.170   0.51%    1,288   43,508.64      218.96
TOTAL                                   1,965,907.38  -13,676.92
