Portfolio value change between 2026-01-30 and 2026-02-02

Ticker    Close     +/-        %    Units       Value    Day Gain
ALK       1.520  -0.115   -7.03%  153,181  232,835.12  -17,615.81
AMP       1.670  -0.025   -1.47%   70,000  116,900.00   -1,750.00
ASM       1.550  -0.165   -9.62%   57,458   89,059.90   -9,480.57
BHP      49.420  -1.150   -2.27%   16,361  808,560.62  -18,815.15
CAN       0.008   0.000    0.00%   44,090      352.72        0.00
CBA     151.480   2.120    1.42%        0        0.00        0.00
CNB       0.465  -0.020   -4.12%   10,000    4,650.00     -200.00
E25       0.380   0.030    8.57%   20,000    7,600.00      600.00
ERA       0.003  -0.001  -25.00%  700,000    2,100.00     -700.00
PTR       0.250  -0.005   -1.96%    9,412    2,353.00      -47.06
VML       0.170   0.000    0.00%    6,000    1,020.00        0.00
WBC      38.920   0.100    0.26%        0        0.00        0.00
WDS      24.910  -0.460   -1.81%    1,288   32,084.08     -592.48
TOTAL                                    1,297,515.44  -48,601.07
