Portfolio value change between 2025-12-29 and 2025-12-30

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.357  -0.018    -1.31%  153,181  207,866.62  -2,757.26
AMP       1.827  -0.003    -0.16%   70,000  127,890.00    -210.00
ASM       0.700  -0.015    -2.10%   57,458   40,220.60    -861.87
BHP      45.220  -0.230    -0.51%   16,361  739,844.42  -3,763.03
CAN       0.009   0.000     0.00%   44,090      396.81       0.00
CBA     161.565   1.075     0.67%        0        0.00       0.00
CNB       0.450  -0.005    -1.10%   10,000    4,500.00     -50.00
E25       0.315   0.000     0.00%   20,000    6,300.00       0.00
ERA       0.002  -0.001   -33.33%  700,000    1,400.00    -700.00
PTR       0.290   0.005     1.75%    9,412    2,729.48      47.06
VML       0.000  -0.180  -100.00%    6,000        0.00  -1,080.00
WBC      38.970   0.030     0.08%        0        0.00       0.00
WDS      23.460   0.380     1.65%    1,288   30,216.48     489.44
TOTAL                                     1,161,364.41  -8,885.66
