Portfolio value change between 2026-02-02 and 2026-02-03

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.520   0.000   0.00%  153,181  232,835.12       0.00
AMP       1.715   0.045   2.69%   70,000  120,050.00   3,150.00
ASM       1.555   0.005   0.32%   57,458   89,347.19     287.29
BHP      50.130   0.710   1.44%   16,361  820,176.93  11,616.31
CAN       0.009   0.001  12.50%   44,090      396.81      44.09
CBA     153.080   1.600   1.06%        0        0.00       0.00
CNB       0.490   0.025   5.38%   10,000    4,900.00     250.00
E25       0.370  -0.010  -2.63%   20,000    7,400.00    -200.00
ERA       0.004   0.001  33.33%  700,000    2,800.00     700.00
PTR       0.270   0.020   8.00%    9,412    2,541.24     188.24
VML       0.180   0.010   5.88%    6,000    1,080.00      60.00
WBC      39.320   0.400   1.03%        0        0.00       0.00
WDS      25.060   0.150   0.60%    1,288   32,277.28     193.20
TOTAL                                   1,313,804.57  16,289.13
