Portfolio value change between 2026-02-05 and 2026-02-06

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.410  -0.095  -6.31%  153,181  215,985.21  -14,552.19
AMP       1.650  -0.040  -2.37%   70,000  115,500.00   -2,800.00
ASM       1.450  -0.120  -7.64%   57,458   83,314.10   -6,894.96
BHP      48.790  -1.570  -3.12%   16,361  798,253.19  -25,686.77
CAN       0.008   0.000   0.00%   44,090      352.72        0.00
CBA     158.910  -0.370  -0.23%        0        0.00        0.00
CNB       0.440  -0.030  -6.38%   10,000    4,400.00     -300.00
E25       0.315  -0.020  -5.97%   20,000    6,300.00     -400.00
ERA       0.003   0.000   0.00%  700,000    2,100.00        0.00
PTR       0.250  -0.010  -3.85%    9,412    2,353.00      -94.12
VML       0.165  -0.015  -8.33%    6,000      990.00      -90.00
WBC      39.430  -0.480  -1.20%        0        0.00        0.00
WDS      25.480  -0.420  -1.62%    1,288   32,818.24     -540.96
TOTAL                                   1,262,366.46  -51,359.01
