Portfolio value change between 2026-09-24 and 2026-09-25

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.895   0.000     0.00%  153,181  290,277.99       0.00
AMP       2.610  -0.050    -1.88%   70,000  182,700.00  -3,500.00
BHP      60.720  -0.300    -0.49%    8,000  485,760.00  -2,400.00
CAN       0.005   0.001    25.00%   44,090      220.45      44.09
CBA     150.830   0.850     0.57%        0        0.00       0.00
CNB       0.925   0.000     0.00%   10,000    9,250.00       0.00
CSL     176.950  -2.170    -1.21%    4,000  707,800.00  -8,680.00
E25       0.230   0.000     0.00%   20,000    4,600.00       0.00
EF2      16.200  -0.050    -0.31%    3,045   49,329.00    -152.25
ERA       0.000  -0.002  -100.00%  700,000        0.00  -1,400.00
PTR       0.094   0.000     0.00%    9,412      884.73       0.00
VML       0.094  -0.003    -3.09%    6,000      564.00     -18.00
WBC      34.490   0.360     1.05%        0        0.00       0.00
WDS      31.720   0.110     0.35%    1,288   40,855.36     141.68
TOTAL                                     1,772,241.53 -15,964.48
