Portfolio value change between 2026-01-22 and 2026-01-23

Ticker    Close     +/-       %    Units       Value  Day Gain
ALK       1.610   0.050   3.21%  153,181  246,621.41  7,659.05
AMP       1.730   0.005   0.29%   70,000  121,100.00    350.00
ASM       1.820   0.170  10.30%   57,458  104,573.56  9,767.86
BHP      48.430   0.350   0.73%   16,361  792,363.23  5,726.35
CAN       0.009   0.000   0.00%   44,090      396.81      0.00
CBA     149.480  -1.130  -0.75%        0        0.00      0.00
CNB       0.515   0.000   0.00%   10,000    5,150.00      0.00
E25       0.415   0.035   9.21%   20,000    8,300.00    700.00
ERA       0.003   0.000   0.00%  700,000    2,100.00      0.00
PTR       0.285  -0.005  -1.72%    9,412    2,682.42    -47.06
VML       0.190   0.000   0.00%    6,000    1,140.00      0.00
WBC      38.740  -0.170  -0.44%        0        0.00      0.00
WDS      24.080  -0.120  -0.50%    1,288   31,015.04   -154.56
TOTAL                                   1,315,442.47 24,001.64
