Portfolio value change between 2026-05-07 and 2026-05-08

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.520  -0.005  -0.33%  153,181  232,835.12    -765.90
AMP       1.520  -0.005  -0.33%   70,000  106,400.00    -350.00
ASM       1.795   0.030   1.70%   57,458  103,137.11   1,723.74
BHP      57.950  -0.570  -0.97%   16,361  948,119.95  -9,325.77
CAN       0.005   0.000   0.00%   44,090      220.45       0.00
CBA     175.910  -3.320  -1.85%        0        0.00       0.00
CNB       0.475   0.000   0.00%   10,000    4,750.00       0.00
E25       0.282   0.002   0.71%   20,000    5,640.00      40.00
ERA       0.004   0.000   0.00%  700,000    2,800.00       0.00
PTR       0.115   0.000   0.00%    9,412    1,082.38       0.00
VML       0.140   0.000   0.00%    6,000      840.00       0.00
WBC      37.440  -1.900  -4.83%        0        0.00       0.00
WDS      30.050  -0.440  -1.44%    1,288   38,704.40    -566.72
TOTAL                                   1,444,529.41  -9,244.65
