Portfolio value change between 2026-04-29 and 2026-04-30

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.500  -0.045  -2.91%  153,181  229,771.50   -6,893.14
AMP       1.460   0.035   2.46%   70,000  102,200.00    2,450.00
ASM       1.550  -0.055  -3.43%   57,458   89,059.90   -3,160.19
BHP      53.720  -1.230  -2.24%   16,361  878,912.92  -20,124.03
CAN       0.005   0.000   0.00%   44,090      220.45        0.00
CBA     173.660   1.480   0.86%        0        0.00        0.00
CNB       0.460  -0.010  -2.13%   10,000    4,600.00     -100.00
E25       0.285  -0.005  -1.72%   20,000    5,700.00     -100.00
ERA       0.004   0.000   0.00%  700,000    2,800.00        0.00
PTR       0.098   0.002   2.08%    9,412      922.38       18.82
VML       0.150   0.010   7.14%    6,000      900.00       60.00
WBC      38.500   0.280   0.73%        0        0.00        0.00
WDS      33.550   0.500   1.51%    1,288   43,212.40      644.00
TOTAL                                   1,358,299.55  -27,204.54
