Portfolio value change between 2026-02-11 and 2026-02-12

Ticker    Close     +/-        %    Units       Value    Day Gain
ALK       1.585   0.000    0.00%  153,181  242,791.88        0.00
AMP       1.280  -0.465  -26.65%   70,000   89,600.00  -32,550.00
ASM       1.665   0.005    0.30%   57,458   95,667.57      287.29
BHP      52.090   1.020    2.00%   16,361  852,244.49   16,688.22
CAN       0.007   0.000    0.00%   44,090      308.63        0.00
CBA     178.740   9.180    5.41%        0        0.00        0.00
CNB       0.520   0.050   10.64%   10,000    5,200.00      500.00
E25       0.355  -0.010   -2.74%   20,000    7,100.00     -200.00
ERA       0.003  -0.001  -25.00%  700,000    2,100.00     -700.00
PTR       0.240  -0.010   -4.00%    9,412    2,258.88      -94.12
VML       0.175  -0.010   -5.41%    6,000    1,050.00      -60.00
WBC      41.000   0.730    1.81%        0        0.00        0.00
WDS      26.330   0.270    1.04%    1,288   33,913.04      347.76
TOTAL                                    1,332,234.49  -15,780.85
