Portfolio value change between 2026-07-30 and 2026-07-31

Ticker    Close     +/-         %    Units       Value    Day Gain
ALK       1.330   0.015     1.14%  153,181  203,730.73    2,297.72
AMP       2.150   0.000     0.00%   70,000  150,500.00        0.00
ASM       0.995   0.050     5.29%   57,458   57,170.71    2,872.90
BHP      60.310   1.160     1.96%   11,065  667,330.15   12,835.40
CAN       0.002  -0.001   -33.33%   44,090       88.18      -44.09
CBA     177.530  -0.720    -0.40%        0        0.00        0.00
CNB       0.740   0.010     1.37%   10,000    7,400.00      100.00
CSL     123.060  -4.870    -3.81%    4,000  492,240.00  -19,480.00
E25       0.245   0.000     0.00%   20,000    4,900.00        0.00
ERA       0.000  -0.002  -100.00%  700,000        0.00   -1,400.00
PTR       0.081   0.000     0.00%    9,412      762.37        0.00
VML       0.105  -0.005    -4.55%    6,000      630.00      -30.00
WBC      37.870  -0.280    -0.73%        0        0.00        0.00
WDS      32.950   0.050     0.15%    1,288   42,439.60       64.40
TOTAL                                     1,627,191.74   -2,783.67
