Portfolio value change between 2026-07-23 and 2026-07-24

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.330  -0.070  -5.00%  153,181  203,730.73  -10,722.67
AMP       2.110  -0.020  -0.94%   70,000  147,700.00   -1,400.00
ASM       1.040  -0.015  -1.42%   57,458   59,756.32     -861.87
BHP      58.850  -1.780  -2.94%   11,065  651,175.25  -19,695.70
CAN       0.003   0.000   0.00%   44,090      132.27        0.00
CBA     174.030   1.730   1.00%        0        0.00        0.00
CNB       0.480  -0.030  -5.88%   10,000    4,800.00     -300.00
CSL     114.220  -1.530  -1.32%    4,000  456,880.00   -6,120.00
E25       0.250   0.010   4.17%   20,000    5,000.00      200.00
ERA       0.002   0.000   0.00%  700,000    1,400.00        0.00
PTR       0.080   0.001   1.27%    9,412      752.96        9.41
VML       0.105   0.000   0.00%    6,000      630.00        0.00
WBC      37.140   0.500   1.36%        0        0.00        0.00
WDS      32.370   0.570   1.79%    1,288   41,692.56      734.16
TOTAL                                   1,573,650.09  -38,156.67
