Portfolio value change between 2026-07-06 and 2026-07-07

Ticker    Close     +/-         %    Units       Value    Day Gain
ALK       1.390  -0.060    -4.14%  153,181  212,921.59   -9,190.86
AMP       1.645  -0.020    -1.20%   70,000  115,150.00   -1,400.00
ASM       1.145   0.010     0.88%   57,458   65,789.41      574.58
BHP      58.870  -1.150    -1.92%    9,000  529,830.00  -10,350.00
CAN       0.004   0.000     0.00%   44,090      176.36        0.00
CBA     166.700   2.040     1.24%        0        0.00        0.00
CNB       0.560  -0.045    -7.44%   10,000    5,600.00     -450.00
CSL     123.970  -0.260    -0.21%    3,000  371,910.00     -780.00
E25       0.235   0.005     2.17%   20,000    4,700.00      100.00
ERA       0.000  -0.002  -100.00%  700,000        0.00   -1,400.00
PTR       0.092   0.000     0.00%    9,412      865.90        0.00
VML       0.110  -0.005    -4.35%    6,000      660.00      -30.00
WBC      36.130   0.840     2.38%        0        0.00        0.00
WDS      27.970  -0.130    -0.46%    1,288   36,025.36     -167.44
TOTAL                                     1,343,628.62  -23,093.72
