Portfolio value change between 2026-03-13 and 2026-03-16

Ticker    Close     +/-        %    Units       Value   Day Gain
ALK       1.535  -0.015   -0.97%  153,181  235,132.83  -2,297.72
AMP       1.220   0.050    4.27%   70,000   85,400.00   3,500.00
ASM       1.455  -0.035   -2.35%   57,458   83,601.39  -2,011.03
BHP      49.190  -0.610   -1.22%   16,361  804,797.59  -9,980.21
CAN       0.007   0.000    0.00%   44,090      308.63       0.00
CBA     175.530   1.770    1.02%        0        0.00       0.00
CNB       0.465   0.050   12.05%   10,000    4,650.00     500.00
E25       0.330  -0.005   -1.49%   20,000    6,600.00    -100.00
ERA       0.004   0.000    0.00%  700,000    2,800.00       0.00
PTR       0.160  -0.025  -13.51%    9,412    1,505.92    -235.30
VML       0.145  -0.020  -12.12%    6,000      870.00    -120.00
WBC      40.920  -0.070   -0.17%        0        0.00       0.00
WDS      31.630   0.590    1.90%    1,288   40,739.44     759.92
TOTAL                                    1,266,405.80  -9,984.33
