Portfolio value change between 2026-09-16 and 2026-09-17

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.905  -0.015    -0.78%  153,181  291,809.80  -2,297.71
AMP       2.500   0.000     0.00%   70,000  175,000.00       0.00
BHP      59.930  -0.270    -0.45%    8,000  479,440.00  -2,160.00
CAN       0.005   0.000     0.00%   44,090      220.45       0.00
CBA     154.040   2.500     1.65%        0        0.00       0.00
CNB       0.875  -0.015    -1.69%   10,000    8,750.00    -150.00
CSL     176.950   2.540     1.46%    4,000  707,800.00  10,160.00
E25       0.250  -0.010    -3.85%   20,000    5,000.00    -200.00
EF2      16.250  -0.250    -1.52%    3,045   49,481.25    -761.25
ERA       0.000  -0.002  -100.00%  700,000        0.00  -1,400.00
PTR       0.100   0.000     0.00%    9,412      941.20       0.00
VML       0.088   0.001     1.15%    6,000      528.00       6.00
WBC      34.960   0.530     1.54%        0        0.00       0.00
WDS      32.800  -0.470    -1.41%    1,288   42,246.40    -605.36
TOTAL                                     1,761,217.10   2,591.67
