Portfolio value change between 2026-09-04 and 2026-09-07

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.910   0.000     0.00%  153,181  292,575.71       0.00
AMP       2.440  -0.040    -1.61%   70,000  170,800.00  -2,800.00
ASM       0.000   0.000     0.00%   57,458        0.00       0.00
BHP      62.930   0.680     1.09%    8,000  503,440.00   5,440.00
CAN       0.005   0.000     0.00%   44,090      220.45       0.00
CBA     161.540   1.120     0.70%        0        0.00       0.00
CNB       0.975  -0.005    -0.51%   10,000    9,750.00     -50.00
CSL     173.180  -1.320    -0.76%    4,000  692,720.00  -5,280.00
E25       0.275   0.010     3.77%   20,000    5,500.00     200.00
ERA       0.000  -0.002  -100.00%  700,000        0.00  -1,400.00
PTR       0.115   0.000     0.00%    9,412    1,082.38       0.00
VML       0.096   0.001     1.05%    6,000      576.00       6.00
WBC      35.020   0.060     0.17%        0        0.00       0.00
WDS      32.330   0.500     1.57%    1,288   41,641.04     644.00
TOTAL                                     1,718,305.58  -3,240.00
