Portfolio value change between 2026-06-04 and 2026-06-05

Ticker    Close     +/-         %    Units       Value    Day Gain
ALK       1.445  -0.020    -1.37%  153,181  221,346.55   -3,063.62
AMP       1.520   0.040     2.70%   70,000  106,400.00    2,800.00
ASM       1.405  -0.070    -4.75%   57,458   80,728.49   -4,022.06
BHP      61.240  -1.560    -2.48%   10,000  612,400.00  -15,600.00
CAN       0.004   0.000     0.00%   44,090      176.36        0.00
CBA     160.900  -2.830    -1.73%        0        0.00        0.00
CNB       0.670  -0.040    -5.63%   10,000    6,700.00     -400.00
CSL      97.910   5.320     5.75%    2,650  259,461.50   14,098.00
E25       0.235  -0.005    -2.08%   20,000    4,700.00     -100.00
ERA       0.000  -0.002  -100.00%  700,000        0.00   -1,400.00
PTR       0.100  -0.005    -4.76%    9,412      941.20      -47.06
VML       0.115   0.000     0.00%    6,000      690.00        0.00
WBC      34.810  -0.430    -1.22%        0        0.00        0.00
WDS      30.910  -0.420    -1.34%    1,288   39,812.08     -540.96
TOTAL                                     1,333,356.18   -8,275.70
