Portfolio value change between 2026-01-15 and 2026-01-16

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.540   0.020   1.32%  153,181  235,898.74   3,063.62
AMP       1.820   0.030   1.68%   70,000  127,400.00   2,100.00
ASM       0.715  -0.025  -3.38%   57,458   41,082.47  -1,436.45
BHP      48.990  -0.380  -0.77%   16,361  801,525.39  -6,217.18
CAN       0.010   0.000   0.00%   44,090      440.90       0.00
CBA     154.300   0.800   0.52%        0        0.00       0.00
CNB       0.560   0.020   3.70%   10,000    5,600.00     200.00
E25       0.375  -0.025  -6.25%   20,000    7,500.00    -500.00
ERA       0.003   0.001  50.00%  700,000    2,100.00     700.00
PTR       0.280   0.000   0.00%    9,412    2,635.36       0.00
VML       0.210  -0.005  -2.33%    6,000    1,260.00     -30.00
WBC      39.190   0.700   1.82%        0        0.00       0.00
WDS      23.680  -0.340  -1.42%    1,288   30,499.84    -437.92
TOTAL                                   1,255,942.70  -2,557.93
