Portfolio value change between 2026-05-25 and 2026-05-26

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.515  -0.005  -0.33%  153,181  232,069.21    -765.91
AMP       1.590  -0.005  -0.31%   70,000  111,300.00    -350.00
ASM       1.440  -0.010  -0.69%   57,458   82,739.52    -574.58
BHP      60.350   0.230   0.38%   13,000  784,550.00   2,990.00
CAN       0.005   0.000   0.00%   44,090      220.45       0.00
CBA     164.300  -0.300  -0.18%        0        0.00       0.00
CNB       0.695   0.055   8.59%   10,000    6,950.00     550.00
CSL      96.900  -1.570  -1.59%    2,000  193,800.00  -3,140.00
E25       0.280   0.010   3.70%   20,000    5,600.00     200.00
ERA       0.003   0.000   0.00%  700,000    2,100.00       0.00
PTR       0.110   0.000   0.00%    9,412    1,035.32       0.00
VML       0.120  -0.010  -7.69%    6,000      720.00     -60.00
WBC      36.610  -0.160  -0.44%        0        0.00       0.00
WDS      30.720  -0.020  -0.07%    1,288   39,567.36     -25.76
TOTAL                                   1,460,651.86  -1,176.24
