Portfolio value change between 2026-07-07 and 2026-07-08

Ticker    Close     +/-       %    Units       Value    Day Gain
ALK       1.375  -0.015  -1.08%  153,181  210,623.88   -2,297.71
AMP       1.665   0.020   1.22%   70,000  116,550.00    1,400.00
ASM       1.090  -0.055  -4.80%   57,458   62,629.22   -3,160.19
BHP      57.510  -1.360  -2.31%    9,000  517,590.00  -12,240.00
CAN       0.004   0.000   0.00%   44,090      176.36        0.00
CBA     168.180   1.480   0.89%        0        0.00        0.00
CNB       0.540  -0.020  -3.57%   10,000    5,400.00     -200.00
CSL     124.300   0.330   0.27%    3,000  372,900.00      990.00
E25       0.225  -0.010  -4.26%   20,000    4,500.00     -200.00
ERA       0.002   0.000   0.00%  700,000    1,400.00        0.00
PTR       0.086  -0.006  -6.52%    9,412      809.43      -56.47
VML       0.110   0.000   0.00%    6,000      660.00        0.00
WBC      36.250   0.120   0.33%        0        0.00        0.00
WDS      28.870   0.900   3.22%    1,288   37,184.56    1,159.20
TOTAL                                   1,330,423.45  -14,605.18
