Portfolio value change between 2025-12-22 and 2025-12-23

Ticker    Close     +/-       %    Units       Value  Day Gain
ALK       1.275   0.015   1.19%  153,181  195,305.77  2,297.71
AMP       1.835   0.010   0.55%   70,000  128,450.00    700.00
ASM       0.625  -0.005  -0.79%   57,458   35,911.25   -287.29
BHP      45.580   0.510   1.13%   16,361  745,734.38  8,344.11
CAN       0.009   0.000   0.00%   44,090      396.81      0.00
CBA     161.730   3.470   2.19%        0        0.00      0.00
CNB       0.425   0.005   1.19%   10,000    4,250.00     50.00
E25       0.315   0.015   5.00%   20,000    6,300.00    300.00
ERA       0.002   0.000   0.00%  700,000    1,400.00      0.00
PTR       0.270   0.000   0.00%    9,412    2,541.24      0.00
VML       0.180  -0.010  -5.26%    6,000    1,080.00    -60.00
WBC      39.260   0.510   1.32%        0        0.00      0.00
WDS      23.270   0.280   1.22%    1,288   29,971.76    360.64
TOTAL                                   1,151,341.22 11,705.17
