Portfolio value change between 2026-02-16 and 2026-02-17

Ticker    Close     +/-       %    Units       Value   Day Gain
ALK       1.785   0.030   1.71%  153,181  273,428.08   4,595.43
AMP       1.395   0.010   0.72%   70,000   97,650.00     700.00
ASM       1.550  -0.050  -3.12%   57,458   89,059.90  -2,872.90
BHP      52.740   2.380   4.73%   16,361  862,879.14  38,939.18
CAN       0.007   0.000   0.00%   44,090      308.63       0.00
CBA     178.030  -0.250  -0.14%        0        0.00       0.00
CNB       0.490   0.015   3.16%   10,000    4,900.00     150.00
E25       0.320  -0.010  -3.03%   20,000    6,400.00    -200.00
ERA       0.003   0.000   0.00%  700,000    2,100.00       0.00
PTR       0.225  -0.015  -6.25%    9,412    2,117.70    -141.18
VML       0.170  -0.005  -2.86%    6,000    1,020.00     -30.00
WBC      40.740   0.130   0.32%        0        0.00       0.00
WDS      25.830  -0.010  -0.04%    1,288   33,269.04     -12.88
TOTAL                                   1,373,132.49  41,127.65
