Portfolio value change between 2026-08-12 and 2026-08-13

Ticker    Close     +/-         %    Units       Value   Day Gain
ALK       1.575   0.005     0.32%  153,181  241,260.07     765.90
AMP       2.330  -0.030    -1.27%   70,000  163,100.00  -2,100.00
ASM       1.200  -0.035    -2.83%   57,458   68,949.60  -2,011.03
BHP      63.450   0.000     0.00%   11,065  702,074.25       0.00
CAN       0.003  -0.001   -25.00%   44,090      132.27     -44.09
CBA     169.000  -3.720    -2.15%        0        0.00       0.00
CNB       0.895  -0.010    -1.10%   10,000    8,950.00    -100.00
CSL     137.520  -0.920    -0.66%    4,000  550,080.00  -3,680.00
E25       0.255  -0.020    -7.27%   20,000    5,100.00    -400.00
ERA       0.000  -0.002  -100.00%  700,000        0.00  -1,400.00
PTR       0.120   0.015    14.29%    9,412    1,129.44     141.18
VML       0.105   0.005     5.00%    6,000      630.00      30.00
WBC      35.700   0.330     0.93%        0        0.00       0.00
WDS      32.550  -0.230    -0.70%    1,288   41,924.40    -296.24
TOTAL                                     1,783,330.03  -9,094.27
